✓ Initialized. View run at 
https://modal.com/apps/newperson953/main/ap-eM6cqOQfoqCf80dThivI6A
✓ Created objects.
├── 🔨 Created mount /Users/huy.dangxuan/Desktop/autoresearch/modal_app.py
├── 🔨 Created mount train.py
├── 🔨 Created mount prepare.py
├── 🔨 Created function prepare_data.
└── 🔨 Created function train.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011194 | lrm: 1.00 | dt: 64875ms | tok/sec: 8,081 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00826 (92.2%) | loss: 2.809741 | lrm: 0.16 | dt: 352ms | tok/sec: 1,487,554 | mfu: 35.9% | epoch: 1 | remaining: 23s    
step 00827 (92.3%) | loss: 2.809590 | lrm: 0.15 | dt: 325ms | tok/sec: 1,613,535 | mfu: 39.0% | epoch: 1 | remaining: 23s    
step 00828 (92.4%) | loss: 2.811367 | lrm: 0.15 | dt: 344ms | tok/sec: 1,524,002 | mfu: 36.8% | epoch: 1 | remaining: 22s    
step 00829 (92.6%) | loss: 2.812745 | lrm: 0.15 | dt: 423ms | tok/sec: 1,240,104 | mfu: 30.0% | epoch: 1 | remaining: 22s    
step 00830 (92.7%) | loss: 2.810096 | lrm: 0.15 | dt: 318ms | tok/sec: 1,651,158 | mfu: 39.9% | epoch: 1 | remaining: 22s    
step 00831 (92.8%) | loss: 2.808194 | lrm: 0.14 | dt: 330ms | tok/sec: 1,590,204 | mfu: 38.4% | epoch: 1 | remaining: 21s    
step 00832 (92.9%) | loss: 2.809047 | lrm: 0.14 | dt: 331ms | tok/sec: 1,584,100 | mfu: 38.3% | epoch: 1 | remaining: 21s    
step 00833 (93.0%) | loss: 2.810790 | lrm: 0.14 | dt: 324ms | tok/sec: 1,618,851 | mfu: 39.1% | epoch: 1 | remaining: 21s    
step 00834 (93.1%) | loss: 2.807396 | lrm: 0.14 | dt: 328ms | tok/sec: 1,597,484 | mfu: 38.6% | epoch: 1 | remaining: 20s    
step 00835 (93.2%) | loss: 2.805861 | lrm: 0.14 | dt: 340ms | tok/sec: 1,540,022 | mfu: 37.2% | epoch: 1 | remaining: 20s    
step 00836 (93.3%) | loss: 2.805404 | lrm: 0.13 | dt: 338ms | tok/sec: 1,552,362 | mfu: 37.5% | epoch: 1 | remaining: 20s    
step 00837 (93.5%) | loss: 2.806969 | lrm: 0.13 | dt: 319ms | tok/sec: 1,644,179 | mfu: 39.7% | epoch: 1 | remaining: 19s    
step 00838 (93.6%) | loss: 2.811704 | lrm: 0.13 | dt: 328ms | tok/sec: 1,600,068 | mfu: 38.7% | epoch: 1 | remaining: 19s    
step 00839 (93.7%) | loss: 2.814921 | lrm: 0.13 | dt: 338ms | tok/sec: 1,550,706 | mfu: 37.5% | epoch: 1 | remaining: 19s    
step 00840 (93.8%) | loss: 2.812679 | lrm: 0.12 | dt: 321ms | tok/sec: 1,633,683 | mfu: 39.5% | epoch: 1 | remaining: 18s    
step 00841 (93.9%) | loss: 2.812557 | lrm: 0.12 | dt: 348ms | tok/sec: 1,508,102 | mfu: 36.4% | epoch: 1 | remaining: 18s    
step 00842 (94.0%) | loss: 2.809813 | lrm: 0.12 | dt: 321ms | tok/sec: 1,631,443 | mfu: 39.4% | epoch: 1 | remaining: 18s    
step 00843 (94.1%) | loss: 2.812546 | lrm: 0.12 | dt: 325ms | tok/sec: 1,614,049 | mfu: 39.0% | epoch: 1 | remaining: 17s    
step 00844 (94.2%) | loss: 2.818537 | lrm: 0.12 | dt: 365ms | tok/sec: 1,436,968 | mfu: 34.7% | epoch: 1 | remaining: 17s    
step 00845 (94.3%) | loss: 2.816145 | lrm: 0.11 | dt: 386ms | tok/sec: 1,357,280 | mfu: 32.8% | epoch: 1 | remaining: 17s    
step 00846 (94.5%) | loss: 2.815895 | lrm: 0.11 | dt: 335ms | tok/sec: 1,562,841 | mfu: 37.8% | epoch: 1 | remaining: 16s    
step 00847 (94.6%) | loss: 2.809022 | lrm: 0.11 | dt: 324ms | tok/sec: 1,617,399 | mfu: 39.1% | epoch: 1 | remaining: 16s    
step 00848 (94.7%) | loss: 2.809184 | lrm: 0.11 | dt: 378ms | tok/sec: 1,387,869 | mfu: 33.5% | epoch: 1 | remaining: 16s    
step 00849 (94.8%) | loss: 2.807465 | lrm: 0.10 | dt: 472ms | tok/sec: 1,111,848 | mfu: 26.9% | epoch: 1 | remaining: 15s    
step 00850 (95.0%) | loss: 2.807527 | lrm: 0.10 | dt: 420ms | tok/sec: 1,247,712 | mfu: 30.1% | epoch: 1 | remaining: 15s    
step 00851 (95.1%) | loss: 2.804560 | lrm: 0.10 | dt: 390ms | tok/sec: 1,343,219 | mfu: 32.5% | epoch: 1 | remaining: 14s    
step 00852 (95.3%) | loss: 2.805556 | lrm: 0.09 | dt: 483ms | tok/sec: 1,085,771 | mfu: 26.2% | epoch: 1 | remaining: 14s    
step 00853 (95.4%) | loss: 2.800134 | lrm: 0.09 | dt: 360ms | tok/sec: 1,455,661 | mfu: 35.2% | epoch: 1 | remaining: 13s    
step 00854 (95.5%) | loss: 2.793607 | lrm: 0.09 | dt: 316ms | tok/sec: 1,659,350 | mfu: 40.1% | epoch: 1 | remaining: 13s    
step 00855 (95.6%) | loss: 2.796008 | lrm: 0.09 | dt: 331ms | tok/sec: 1,581,912 | mfu: 38.2% | epoch: 1 | remaining: 13s    
step 00856 (95.7%) | loss: 2.801429 | lrm: 0.09 | dt: 327ms | tok/sec: 1,604,487 | mfu: 38.8% | epoch: 1 | remaining: 12s    
step 00857 (95.9%) | loss: 2.799524 | lrm: 0.08 | dt: 319ms | tok/sec: 1,645,872 | mfu: 39.8% | epoch: 1 | remaining: 12s    
step 00858 (96.0%) | loss: 2.802524 | lrm: 0.08 | dt: 326ms | tok/sec: 1,608,433 | mfu: 38.9% | epoch: 1 | remaining: 12s    
step 00859 (96.1%) | loss: 2.801531 | lrm: 0.08 | dt: 324ms | tok/sec: 1,618,947 | mfu: 39.1% | epoch: 1 | remaining: 11s    
step 00860 (96.2%) | loss: 2.800396 | lrm: 0.08 | dt: 323ms | tok/sec: 1,621,329 | mfu: 39.2% | epoch: 1 | remaining: 11s    
step 00861 (96.3%) | loss: 2.802225 | lrm: 0.07 | dt: 326ms | tok/sec: 1,607,059 | mfu: 38.8% | epoch: 1 | remaining: 11s    
step 00862 (96.4%) | loss: 2.802711 | lrm: 0.07 | dt: 324ms | tok/sec: 1,619,097 | mfu: 39.1% | epoch: 1 | remaining: 10s    
step 00863 (96.5%) | loss: 2.801511 | lrm: 0.07 | dt: 324ms | tok/sec: 1,617,190 | mfu: 39.1% | epoch: 1 | remaining: 10s    
step 00864 (96.6%) | loss: 2.800519 | lrm: 0.07 | dt: 325ms | tok/sec: 1,613,581 | mfu: 39.0% | epoch: 1 | remaining: 10s    
step 00865 (96.7%) | loss: 2.800009 | lrm: 0.07 | dt: 323ms | tok/sec: 1,625,615 | mfu: 39.3% | epoch: 1 | remaining: 10s    
step 00866 (96.8%) | loss: 2.801576 | lrm: 0.06 | dt: 327ms | tok/sec: 1,604,228 | mfu: 38.8% | epoch: 1 | remaining: 9s    
step 00867 (96.9%) | loss: 2.803103 | lrm: 0.06 | dt: 327ms | tok/sec: 1,601,755 | mfu: 38.7% | epoch: 1 | remaining: 9s    
step 00868 (97.0%) | loss: 2.806531 | lrm: 0.06 | dt: 331ms | tok/sec: 1,585,593 | mfu: 38.3% | epoch: 1 | remaining: 9s    
step 00869 (97.2%) | loss: 2.803560 | lrm: 0.06 | dt: 356ms | tok/sec: 1,474,693 | mfu: 35.6% | epoch: 1 | remaining: 8s    
step 00870 (97.3%) | loss: 2.801835 | lrm: 0.05 | dt: 315ms | tok/sec: 1,662,118 | mfu: 40.2% | epoch: 1 | remaining: 8s    
step 00871 (97.4%) | loss: 2.797642 | lrm: 0.05 | dt: 328ms | tok/sec: 1,599,899 | mfu: 38.7% | epoch: 1 | remaining: 8s    
step 00872 (97.5%) | loss: 2.798457 | lrm: 0.05 | dt: 344ms | tok/sec: 1,523,058 | mfu: 36.8% | epoch: 1 | remaining: 7s    
step 00873 (97.6%) | loss: 2.798092 | lrm: 0.05 | dt: 322ms | tok/sec: 1,629,363 | mfu: 39.4% | epoch: 1 | remaining: 7s    
step 00874 (97.7%) | loss: 2.796244 | lrm: 0.05 | dt: 326ms | tok/sec: 1,607,011 | mfu: 38.8% | epoch: 1 | remaining: 7s    
step 00875 (97.8%) | loss: 2.797530 | lrm: 0.04 | dt: 330ms | tok/sec: 1,589,107 | mfu: 38.4% | epoch: 1 | remaining: 6s    
step 00876 (97.9%) | loss: 2.795298 | lrm: 0.04 | dt: 323ms | tok/sec: 1,621,491 | mfu: 39.2% | epoch: 1 | remaining: 6s    
step 00877 (98.0%) | loss: 2.796506 | lrm: 0.04 | dt: 344ms | tok/sec: 1,522,537 | mfu: 36.8% | epoch: 1 | remaining: 6s    
step 00878 (98.2%) | loss: 2.795869 | lrm: 0.04 | dt: 330ms | tok/sec: 1,586,958 | mfu: 38.3% | epoch: 1 | remaining: 5s    
step 00879 (98.3%) | loss: 2.791846 | lrm: 0.03 | dt: 324ms | tok/sec: 1,619,653 | mfu: 39.1% | epoch: 1 | remaining: 5s    
step 00880 (98.4%) | loss: 2.792640 | lrm: 0.03 | dt: 325ms | tok/sec: 1,611,962 | mfu: 38.9% | epoch: 1 | remaining: 5s    
step 00881 (98.5%) | loss: 2.798435 | lrm: 0.03 | dt: 322ms | tok/sec: 1,627,740 | mfu: 39.3% | epoch: 1 | remaining: 4s    
step 00882 (98.6%) | loss: 2.799286 | lrm: 0.03 | dt: 323ms | tok/sec: 1,624,631 | mfu: 39.3% | epoch: 1 | remaining: 4s    
step 00883 (98.7%) | loss: 2.796484 | lrm: 0.03 | dt: 327ms | tok/sec: 1,604,613 | mfu: 38.8% | epoch: 1 | remaining: 4s    
step 00884 (98.8%) | loss: 2.802170 | lrm: 0.02 | dt: 324ms | tok/sec: 1,617,128 | mfu: 39.1% | epoch: 1 | remaining: 3s    
step 00885 (98.9%) | loss: 2.804785 | lrm: 0.02 | dt: 328ms | tok/sec: 1,600,128 | mfu: 38.7% | epoch: 1 | remaining: 3s    
step 00886 (99.0%) | loss: 2.803659 | lrm: 0.02 | dt: 329ms | tok/sec: 1,594,831 | mfu: 38.5% | epoch: 1 | remaining: 3s    
step 00887 (99.1%) | loss: 2.802632 | lrm: 0.02 | dt: 324ms | tok/sec: 1,619,806 | mfu: 39.1% | epoch: 1 | remaining: 2s    
step 00888 (99.2%) | loss: 2.798487 | lrm: 0.02 | dt: 322ms | tok/sec: 1,629,648 | mfu: 39.4% | epoch: 1 | remaining: 2s    
step 00889 (99.3%) | loss: 2.794875 | lrm: 0.01 | dt: 324ms | tok/sec: 1,619,806 | mfu: 39.1% | epoch: 1 | remaining: 2s    
step 00890 (99.5%) | loss: 2.792458 | lrm: 0.01 | dt: 325ms | tok/sec: 1,612,856 | mfu: 39.0% | epoch: 1 | remaining: 1s    
step 00891 (99.6%) | loss: 2.793671 | lrm: 0.01 | dt: 328ms | tok/sec: 1,598,041 | mfu: 38.6% | epoch: 1 | remaining: 1s    
step 00892 (99.7%) | loss: 2.797316 | lrm: 0.01 | dt: 324ms | tok/sec: 1,616,509 | mfu: 39.1% | epoch: 1 | remaining: 1s    
step 00893 (99.8%) | loss: 2.796716 | lrm: 0.00 | dt: 320ms | tok/sec: 1,636,128 | mfu: 39.5% | epoch: 1 | remaining: 0s    
step 00894 (99.9%) | loss: 2.798942 | lrm: 0.00 | dt: 324ms | tok/sec: 1,616,095 | mfu: 39.0% | epoch: 1 | remaining: 0s    
step 00895 (100.0%) | loss: 2.801072 | lrm: 0.00 | dt: 334ms | tok/sec: 1,570,065 | mfu: 37.9% | epoch: 1 | remaining: 0s    
---
val_bpb:          0.998892
training_seconds: 300.3
total_seconds:    406.1
peak_vram_mb:     45060.2
mfu_percent:      37.37
total_tokens_M:   469.8
num_steps:        896
num_params_M:     50.3
depth:            8
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Stopping app - uncaught exception raised locally: SystemExit(0).
